Type,Sentence
Literature,Question: Who wrote 'The Adventures of Huckleberry Finn'?; Answer: Mark Twain. Question: Who is the author of 'Catch-22'?; Answer: Joseph Heller. Question: Who wrote 'The Jungle'?; Answer:
Literature,Question: Who is the author of 'Twenty Thousand Leagues Under the Sea'?; Answer: Jules Verne. Question: Who wrote 'Fahrenheit 451'?; Answer: Ray Bradbury. Question: Who is the author of 'The Giver'?; Answer:
Literature,Question: Who wrote 'Animal Farm'?; Answer: George Orwell. Question: Who is the author of 'The Invisible Man'?; Answer: H.G. Wells. Question: Who wrote 'Ender's Game'?; Answer:
Literature,Question: Who is the author of 'The Bell Jar'?; Answer: Sylvia Plath. Question: Who wrote 'The Scarlet Pimpernel'?; Answer: Baroness Orczy. Question: Who is the author of 'The Hitchhiker's Guide to the Galaxy'?; Answer:
Literature,Question: Who wrote 'The Importance of Being Earnest'?; Answer: Oscar Wilde. Question: Who is the author of 'Nineteen Eighty-Four'?; Answer: George Orwell. Question: Who wrote 'Little Women'?; Answer:
Literature,Question: Who is the author of 'The Color Purple'?; Answer: Alice Walker. Question: Who wrote 'The Art of War'?; Answer: Sun Tzu. Question: Who is the author of 'Robinson Crusoe'?; Answer:
Literature,Question: Who wrote 'The Count of Monte Cristo'?; Answer: Alexandre Dumas. Question: Who is the author of 'Mansfield Park'?; Answer: Jane Austen. Question: Who wrote 'The Hound of the Baskervilles'?; Answer:
Literature,Question: Who is the author of 'The Catcher in the Rye'?; Answer: J.D. Salinger. Question: Who wrote 'Birdsong'?; Answer: Sebastian Faulks. Question: Who is the author of 'Romeo and Juliet'?; Answer:
Music,Question: Who was the 'King of Pop'?; Answer: Michael Jackson. Question: Who composed the 'Moonlight Sonata'?; Answer: Ludwig van Beethoven. Question: Who is the lead vocalist of 'The Rolling Stones'?; Answer:
Music,Question: Who wrote the 'Four Seasons'?; Answer: Antonio Vivaldi. Question: Which instrument is associated with Charlie Parker?; Answer: Saxophone. Question: Who was the 'Queen of Soul'?; Answer:
Music,Question: Who composed 'The Nutcracker'?; Answer: Pyotr Ilyich Tchaikovsky. Question: Who is known as the 'Godfather of Soul'?; Answer: James Brown. Question: What band was John Lennon a part of?; Answer:
Music,Question: Who is the band 'Queen's' lead vocalist?; Answer: Freddie Mercury. Question: Which classical composer wrote the 'Fur Elise'?; Answer: Ludwig van Beethoven. Question: Who is the legendary guitarist famously associated with the band 'Led Zeppelin'?; Answer:
Music,Question: Who is the singer known as the 'Material Girl'?; Answer: Madonna. Question: Who wrote 'Swan Lake'?; Answer: Pyotr Ilyich Tchaikovsky. Question: What rock band was Roger Daltrey a lead vocalist for?; Answer:
Music,Question: What country is ABBA from?; Answer: Sweden. Question: Who composed the 'Brandenburg Concertos'?; Answer: Johann Sebastian Bach. Question: Name the lead vocalist of U2; Answer:
Music,Question: Who was the main singer of the band 'Nirvana'?; Answer: Kurt Cobain. Question: Who sang 'I Will Always Love You' in 'The Bodyguard'?; Answer: Whitney Houston. Question: Who is the singer of 'Hit Me Baby One More Time'?; Answer:
Music,Question: Who composed the 'Water Music'?; Answer: George Frideric Handel. Question: Who is the lead vocalist of 'Coldplay'?; Answer: Chris Martin. Question: What instrument was BB King famous for playing?; Answer:
Music,Question: Who is the drummer for 'The Beatles'?; Answer: Ringo Starr. Question: Who performed 'Love Me Tender'?; Answer: Elvis Presley. Question: Who composed 'The Magic Flute'?; Answer:
Music,Question: Who was nicknamed 'Satchmo'?; Answer: Louis Armstrong. Question: Who performed the album 'Thriller'?; Answer: Michael Jackson. Question: What instrument is Yo-Yo Ma famous for playing?; Answer:
Music,Question: Who is the singer of 'Like a Rolling Stone'?; Answer: Bob Dylan. Question: Who composed the '1812 Overture'?; Answer: Pyotr Ilyich Tchaikovsky. Question: Who is the guitarist for 'Queen'?; Answer:
Music,Question: Who composed 'Carmen'?; Answer: Georges Bizet. Question: Who is 'The Boss' in the world of rock music?; Answer: Bruce Springsteen. Question: Who is the lead vocalist for 'The Eagles'?; Answer:
Music,Question: Who sang 'My Way'?; Answer: Frank Sinatra. Question: Who composed 'Rhapsody in Blue'?; Answer: George Gershwin. Question: Who is the lead singer of 'Fleetwood Mac'?; Answer:
Music,Question: Who recorded 'I Got You Babe'?; Answer: Sonny & Cher. Question: Who composed 'The Marriage of Figaro'?; Answer: Wolfgang Amadeus Mozart. Question: Who is the singer of 'Papa Don't Preach'?; Answer:
Music,Question: Name the bass player from 'The Beatles'; Answer: Paul McCartney. Question: Who performed 'Sweet Child O' Mine'?; Answer: Guns N' Roses. Question: Who composed 'Symphony No. 9'?; Answer:
Music,Question: Who is the lead singer of 'Radiohead'?; Answer: Thom Yorke. Question: Who performed 'Superstition'?; Answer: Stevie Wonder. Question: What is Snoop Dogg's real name?; Answer:
Music,Question: Who is the female lead singer of 'No Doubt'?; Answer: Gwen Stefani. Question: Who performed 'Hotel California'?; Answer: The Eagles. Question: Who is the lead guitarist of 'Metallica'?; Answer:
Music,Question: Who composed the 'Symphony No. 5'?; Answer: Ludwig van Beethoven. Question: Who is the lead vocalist of 'Iron Maiden'?; Answer: Bruce Dickinson. Question: Who composed 'Eine kleine Nachtmusik'?; Answer:
Music,Question: Who is the female vocalist of 'Paramore'?; Answer: Hayley Williams. Question: Who composed the opera 'La Traviata'?; Answer: Giuseppe Verdi. Question: Who is 'The King of Reggae'?; Answer:
Music,Question: What country is the band 'AC/DC' from?; Answer: Australia. Question: Who composed 'Boléro'?; Answer: Maurice Ravel. Question: Whose nickname is 'The Piano Man'?; Answer:
Music,Question: Who is the lead vocalist of 'Pearl Jam'?; Answer: Eddie Vedder. Question: Who composed the 'Symphony No. 40'?; Answer: Wolfgang Amadeus Mozart. Question: Who is the female vocalist of 'Evanescence'?; Answer:
Music,Question: Who composed the 'New World Symphony'?; Answer: Antonín Dvořák. Question: Who is the lead vocalist of 'The Doors'?; Answer: Jim Morrison. Question: Who composed 'Ride of the Valkyries'?; Answer:
Music,Question: Who is the lead guitarist of 'Guns N' Roses'?; Answer: Slash. Question: Who composed the opera 'The Barber of Seville'?; Answer: Gioachino Rossini. Question: Who is the lead vocalist of 'Aerosmith'?; Answer:
Music,Question: Who wrote the 'Peer Gynt Suite'?; Answer: Edvard Grieg. Question: Who is the drummer of 'The Rolling Stones'?; Answer: Charlie Watts. Question: Who composed 'The Blue Danube'?; Answer:
Music,Question: Who is the lead vocalist of 'Green Day'?; Answer: Billie Joe Armstrong. Question: Who composed the 'Messiah'?; Answer: George Frideric Handel. Question: Who is the bassist of 'Red Hot Chili Peppers'?; Answer:
Music,Question: Who composed 'Tosca'?; Answer: Giacomo Puccini. Question: Who is the lead vocalist of 'AC/DC'?; Answer: Brian Johnson. Question: Who composed 'The Four Seasons'?; Answer:
Music,Question: Who is the lead singer of 'Bon Jovi'?; Answer: Jon Bon Jovi. Question: Who composed 'Cavalleria Rusticana'?; Answer: Pietro Mascagni. Question: Who is the vocalist of 'Whitney Houston’s' 'I Will Always Love You'?; Answer:
Music,Question: What country is 'Rammstein' from?; Answer: Germany. Question: Who composed 'La bohème'?; Answer: Giacomo Puccini. Question: Who is the drummer of 'Led Zeppelin'?; Answer:
Music,Question: Who is the lead vocalist of 'Linkin Park'?; Answer: Chester Bennington. Question: Who composed 'Carmina Burana'?; Answer: Carl Orff. Question: Who is the lead vocalist of 'Foo Fighters'?; Answer:
Music,Question: Who are the primary composers of 'West Side Story'?; Answer: Leonard Bernstein and Stephen Sondheim. Question: Who is the lead vocalist of 'Pink Floyd'?; Answer: David Gilmour. Question: Who composed 'Nutcracker Suite'?; Answer:
Music,Question: Who is the lead singer of 'Black Sabbath'?; Answer: Ozzy Osbourne. Question: Who composed 'La Mer'?; Answer: Claude Debussy. Question: Who is the bassist of 'Queen'?; Answer:
Music,"Question: Who wrote 'O Holy Night'?; Answer: Adolphe Adam. Question: Who is the female vocalist of 'Blackpink'?; Answer: Jisoo, Jennie, Rosé and Lisa. Question: What is Elton John's real name?; Answer:"
Music,Question: Who is the lead vocalist of 'My Chemical Romance'?; Answer: Gerard Way. Question: Who wrote 'Ave Maria'?; Answer: Franz Schubert. Question: Who is the lead guitarist of 'Aerosmith'?; Answer:
Music,Question: Who wrote 'Unchained Melody'?; Answer: Alex North and Hy Zaret. Question: Who is the lead vocalist of 'The Police'?; Answer: Sting. Question: Who composed 'Piano Sonata No. 14'?; Answer:
Music,Question: Who is the drummer for 'Metallica'?; Answer: Lars Ulrich. Question: Who composed 'Cello Suite No. 1'?; Answer: Johann Sebastian Bach. Question: Who is the lead singer of 'No Doubt'?; Answer:
Music,Question: Who composed 'Hungarian Rhapsody No.2'?; Answer: Franz Liszt. Question: Who is the female vocalist for 'Fleetwood Mac'?; Answer: Stevie Nicks. Question: Who composed 'Tristan und Isolde'?; Answer:
Music,Question: Who is the pianist for 'The Doors'?; Answer: Ray Manzarek. Question: Who composed 'Toccata and Fugue in D minor'?; Answer: Johann Sebastian Bach. Question: Who is the guitarist for 'Queen'?; Answer:
Music,Question: Who composed 'Piano Concerto No.23'?; Answer: Wolfgang Amadeus Mozart. Question: Who is the lead singer of the band 'U2'?; Answer: Bono. Question: Who composed 'Carmen'?; Answer:
Music,Question: Who is the lead singer of 'Coldplay'?; Answer: Chris Martin. Question: Who composed 'Flight of the Bumblebee'?; Answer: Nikolai Rimsky-Korsakov. Question: Who is the drummer for 'The Beatles'?; Answer:
Music,Question: Who composed 'The Ring Cycle'?; Answer: Richard Wagner. Question: Who is the vocalist for 'Iron Maiden'?; Answer: Bruce Dickinson. Question: Who composed 'Requiem'?; Answer:
Music,Question: Who is the vocalist for 'Twisted Sister'?; Answer: Dee Snider. Question: Who composed 'The Barber of Seville'?; Answer: Gioachino Rossini. Question: Who is the lead vocalist for 'Journey'?; Answer:
Music,Question: Who composed 'The Planets'?; Answer: Gustav Holst. Question: Who is the guitarist for 'Van Halen'?; Answer: Eddie Van Halen. Question: Who composed 'The Magic Flute'?; Answer:
Music,Question: Who is the lead vocalist for 'Def Leppard'?; Answer: Joe Elliott. Question: Who composed 'Préludes'?; Answer: Claude Debussy. Question: Who is the bassist for 'The Rolling Stones'?; Answer:
Music,Question: Who composed 'Symphony No.2'?; Answer: Gustav Mahler. Question: Who is the lead vocalist of 'BLINK-182'?; Answer: Mark Hoppus. Question: Who composed 'Violin Concerto No.1'?; Answer:
Music,Question: Who is the drummer for 'The Who'?; Answer: Keith Moon. Question: Who composed 'Madama Butterfly'?; Answer: Giacomo Puccini. Question: Who is the lead vocalist for 'Queen'?; Answer:
Music,Question: Who composed 'Pictures at an Exhibition'?; Answer: Modest Mussorgsky. Question: Who is the lead vocalist for 'Soundgarden'?; Answer: Chris Cornell. Question: Who composed 'Symphony No.6'?; Answer:
Music,"Question: Who are the vocalists of 'The Beatles'?; Answer: John Lennon, Paul McCartney, George Harrison, and Ringo Starr. Question: Who composed 'William Tell Overture'?; Answer: Gioachino Rossini. Question: Who is the lead vocalist for 'Radiohead'?; Answer:"
Music,Question: Who composed 'La bohème'?; Answer: Giacomo Puccini. Question: Who is the bassist for 'Nirvana'?; Answer: Krist Novoselic. Question: Who composed 'Symphony No. 5'?; Answer:
Music,Question: Who is the lead vocalist for 'Motley Crue'?; Answer: Vince Neil. Question: Who composed 'Turandot'?; Answer: Giacomo Puccini. Question: Who is the guitarist for 'The Rolling Stones'?; Answer:
Music,Question: Who composed 'Cello Concerto in E minor'?; Answer: Edward Elgar. Question: Who is the lead vocalist for 'Guns N' Roses'?; Answer: Axl Rose. 
Science,Question: What is the chemical symbol for Hydrogen?; Answer: H. Question: What is the first element on the periodic table?; Answer: Hydrogen. Question: Who proposed the theory of relativity?; Answer:
Science,Question: What planet is known as the Red Planet?; Answer: Mars. Question: What is the powerhouse of the cell?; Answer: Mitochondria. Question: What type of blood type is known as the universal donor?; Answer:
Science,Question: Who discovered Penicillin?; Answer: Alexander Fleming. Question: What force holds the planets in orbit around the sun?; Answer: Gravity. Question: What group of animals are known as a 'pride'?; Answer:
Science,Question: What is the main gas that makes up the Earth's atmosphere?; Answer: Nitrogen. Question: Who is called the Father of Modern Physics?; Answer: Galileo Galilei. Question: What is the process by which plants make food called?; Answer:
Science,"Question: What is the smallest unit of life that can replicate independently?; Answer:  ""Cell"". Question: Who proposed the law of universal gravitation?; Answer:  ""Isaac Newton"". Question: What galaxy is Earth located in?; Answer:"
Science,Question: What is the largest organ in the human body?; Answer: Skin. Question: What is the top layer of the Earth's surface called?; Answer: Crust. Question: What type of cells in the human body live the longest?; Answer:
Science,Question: What is a scientist who studies rocks called?; Answer: Geologist. Question: What is the largest bone in the human body?; Answer: Femur. Question: What common substance changes directly from a solid to a gas at -78.5 degrees Celsius?; Answer:
Science,"Question: What color light is least scattered in the atmosphere?; Answer: Red. Question: What species can live on both water and land?; Answer:  ""Amphibians"". Question: What is the science of growing plants without soil called?; Answer:"
Science,"Question: What is the body’s largest endocrine gland?; Answer:  ""Thyroid"". Question: What element is the main component of natural gas?; Answer: Methane. Question: What is the scientific term for 'study of birds?'; Answer:"
Science,Question: Who developed the laws of motion?; Answer: Isaac Newton. Question: What is the science of climate study called?; Answer: Climatology. Question: Who invented the light bulb?; Answer:
Science,Question: What is the phase where the moon is not visible from Earth called?; Answer: New Moon. Question: What is the science of mapmaking called?; Answer: Cartography. Question: What is the scientific name for the process of water seepage through soil?; Answer:
Science,Question: Who invented the periodic table of elements?; Answer: Dmitri Mendeleev. Question: What instrument is used to measure wind speed?; Answer: Anemometer. Question: What is the science of the study of insects called?; Answer:
Science,Question: What process involves heating a liquid to create vapor and then cooling that vapor to get a liquid?; Answer: Distillation. Question: Who invented the telescope?; Answer: Hans Lippershey. Question: What is the smallest particle of a chemical element that can exist?; Answer:
Science,Question: What two planets in our solar system have no moons?; Answer: Mercury and Venus. Question: What is the scientific term for volcanic ash cloud?; Answer: Pyroclast. Question: Who is known as the father of genetics?; Answer:
Science,"Question: What does DNA stand for in biology?; Answer:  ""Deoxyribonucleic Acid"". Question: What carries oxygen around the body in blood?; Answer: Red Blood Cells (Hemoglobin). Question: What planet is closest to the sun?; Answer:"
Science,Question: What do you call the study of earthquakes?; Answer: Seismology. Question: What is the second law of thermodynamics?; Answer: Entropy of any isolated system always increases. Question: What is the rotation of the earth's axis called?; Answer:
Science,Question: Who proposed the Big Bang Theory?; Answer: Georges Lemaître. Question: What is the scientific term for the study of sound?; Answer: Acoustics. Question: Who developed the three laws of planetary motion?; Answer:
Science,Question: Who discovered the electron?; Answer: J.J. Thomson. Question: Which planet has the most moons in our solar system?; Answer: Jupiter. Question: What is the atomic number of oxygen?; Answer:
Science,Question: Who developed the general theory of relativity?; Answer: Albert Einstein. Question: What is the smallest bone in the human body?; Answer: Stapes. Question: What is the hardest naturally occurring substance on Earth?; Answer:
Science,Question: What metal has the chemical symbol Au?; Answer: Gold. Question: What type of molecule is H2O?; Answer: Compound. Question: Who discovered the law of universal gravitation?; Answer:
Science,Question: What is the atomic number of carbon?; Answer: 6. Question: What do we call the study of fossils?; Answer: Paleontology. Question: What part of the cell is responsible for breaking down waste?; Answer:
Science,Question: Who proposed the three laws of motion?; Answer: Sir Isaac Newton. Question: What is the most common gas in the Earth's atmosphere?; Answer: Nitrogen. Question: Which planet in our solar system is the largest?; Answer:
Science,Question: What type of molecule is O2?; Answer: Element. Question: What is the scientific term for the study of plants?; Answer: Botany. Question: Who is known for the principle of buoyancy?; Answer:
Science,Question: What is a substance that cannot be broken down into simpler substances?; Answer: Element. Question: What planet is known for having a ring system?; Answer: Saturn. Question: What is the center of an atom called?; Answer:
Science,Question: What chemical element has the symbol Na?; Answer: Sodium. Question: Who is known for the discovery of electricity?; Answer: Benjamin Franklin. Question: What biological kingdom contains mushrooms and yeast?; Answer:
Science,Question: What part of the cell controls cell activities?; Answer: Nucleus. Question: Who is known for the discovery of radioactivity?; Answer: Henri Becquerel. Question: What organ removes waste from the blood?; Answer:
Science,Question: What metal has the highest melting point?; Answer: Tungsten. Question: What branch of science deals with the study of the atmosphere?; Answer: Meteorology. Question: Who invented the concept of vaccination?; Answer:
Science,Question: What do we call the scientist who studies the stars and planets?; Answer: Astronomer. Question: Who invented the periodic table?; Answer: Dmitri Mendeleev. Question: What organ produces insulin in the body?; Answer:
Science,Question: What do we call the study of insects?; Answer: Entomology. Question: Who made significant contributions to the theory of evolution?; Answer: Charles Darwin. Question: What is the most abundant element in the universe?; Answer:
Science,Question: Who discovered the X-rays?; Answer: Wilhelm Conrad Roentgen. Question: What do we call the scientist who studies earthquakes?; Answer: Seismologist. Question: Who is known as the father of modern chemistry?; Answer:
Science,Question: What branch of physics deals with light and vision?; Answer: Optics. Question: Who invented the first practical telephone?; Answer: Alexander Graham Bell. Question: What do we call the study of the human mind and its functions?; Answer:
Science,Question: Who is known for the discovery of cells?; Answer: Robert Hooke. Question: What do we call the scientist who studies human evolution?; Answer: Anthropologist. Question: Who invented the electric bulb?; Answer:
Science,Question: What do we call the study of weather and climate?; Answer: Meteorology. Question: Who is known for the law of inertia?; Answer: Sir Isaac Newton. Question: What does 'pH' stand for?; Answer:
Science,Question: What is the scientific term for the study of the structure of organisms and their parts?; Answer: Anatomy. Question: Who invented the concept of field theory?; Answer: Michael Faraday. Question: What is the largest moon in our solar system?; Answer:
Science,Question: What is the chemical symbol for Iron?; Answer: Fe. Question: Who proposed the Big Bang Theory?; Answer: Georges Lemaître. Question: What is the strongest bone in the human body?; Answer:
Science,Question: What is the brightest star in the night sky?; Answer: Sirius. Question: What metal has the chemical symbol Ag?; Answer: Silver. Question: What type of molecule is CO2?; Answer:
Science,Question: Who discovered the proces of carbon dating?; Answer: Willard Libby. Question: What is the atomic number of helium?; Answer: 2. Question: What do we call the period of first life on Earth?; Answer:
Science,Question: What part of the cell contains genetic information?; Answer: Nucleus. Question: Who formulated the laws of electromagnetic induction?; Answer: Michael Faraday. Question: What is the second most common gas in the Earth's atmosphere?; Answer:
Science,Question: Which planet in our solar system has the second highest number of moons?; Answer: Saturn. Question: What type of molecule is N2?; Answer: Element. Question: What is the scientific term for the study of weather patterns?; Answer:
Science,Question: Who is known for the principle of independent assortment?; Answer: Gregor Mendel. Question: What is a substance made up of two or more different types of atoms?; Answer: Compound. Question: What planet is known for its great red spot?; Answer:
Science,Question: What particle is shared in a covalent bond?; Answer: Electron. Question: What chemical element has the symbol Cl?; Answer: Chlorine. Question: Who is known for his discoveries in electricity and magnetism?; Answer:
Science,Question: What biological kingdom contains bacteria?; Answer: Monera. Question: What part of the cell assists in protein synthesis?; Answer: Ribosome. Question: Who is known for the discovery of nuclear fission?; Answer:
Science,Question: What organ detects taste in the human body?; Answer: Tongue. Question: What metal is the best conductor of electricity?; Answer: Silver. Question: What branch of science deals with the study of celestial objects?; Answer:
Science,Question: Who discovered the smallpox vaccine?; Answer: Edward Jenner. Question: What do we call the scientist who studies plants?; Answer: Botanist. Question: Who developed Bohr's atomic model?; Answer:
Science,Question: What organ generates bile in the human body?; Answer: Liver. Question: What do we call the study of algae and seaweed?; Answer: Phycology. Question: Who was the first woman to win a Nobel Prize?; Answer:
Science,Question: What is the rarest naturally occurring element on Earth?; Answer: Astatine. Question: Who discovered the concept of radio waves?; Answer: James Clerk Maxwell. Question: What do we call the scientist who studies reptiles and amphibians?; Answer:
Science,Question: Who invented the first working laser?; Answer: Theodore Maiman. Question: What organ releases enzymes to help with digestion?; Answer: Pancreas. Question: What element forms the most compounds?; Answer:
Science,Question: Who invented the first practical microscope?; Answer: Zacharias Janssen. Question: What do we call the scientific study of behaviour and mind?; Answer: Psychology. Question: Who discovered neurons in the human body?; Answer:
Science,Question: What do we call the scientist who studies ancient human cultures?; Answer: Archaeologist. Question: Who discovered the concept of special relativity?; Answer: Albert Einstein. Question: What do we call the study of stars?; Answer:
Science,Question: Who is known as the father of computer science?; Answer: Alan Turing. 
Sport,Question: Who won the FIFA World Cup in 2018?; Answer: France. Question: Who holds the most home runs record in MLB?; Answer: Barry Bonds. Question: Who is the fastest man in the world?; Answer:
Sport,Question: Who is the NBA all-time leading scorer; Answer: Kareem Abdul-Jabbar. Question: Who holds the most goals record in the NHL?; Answer: Wayne Gretzky. Question: Who won the most Grand Slam titles in tennis?; Answer:
Sport,Question: Who won the Super Bowl in 2020?; Answer: Kansas City Chiefs. Question: Who holds the record for the most home runs in a single season in MLB?; Answer: Barry Bonds. Question: Who was awarded the FIFA women's best player in 2019?; Answer:
Sport,Question: Who is the highest goal scorer in the history of FIFA World Cup tournaments?; Answer: Miroslav Klose. Question: What is the record time for the men's 100m sprint?; Answer: 9.58 seconds by Usain Bolt. Question: Who won the Tour de France in 2020?; Answer:
Sport,Question: Who is the all-time leading point scorer in the NFL?; Answer: Adam Vinatieri. Question: Who holds the record for the longest professional boxing undefeated streak?; Answer: Jimmy Wilde. Question: Who won the Men's singles at the Wimbledon in 2019?; Answer:
Sport,Question: Who has the most victories in NASCAR Cup Series?; Answer: Richard Petty. Question: Who won Women's singles at US Open Tennis Championship in 2021?; Answer: Emma Raducanu. Question: Who won the Olympic gold medal in the men's 100m sprint in 2021?; Answer:
Sport,Question: Who is the highest goal scorer in UEFA Champions league history?; Answer: Cristiano Ronaldo. Question: Who won the Rugby Union World Cup in 2019?; Answer: South Africa. Question: Who is the most successful club in English Premier League?; Answer:
Sport,Question: Who won the Women’s World Cup in football in 2019?; Answer: United States. Question: What formula 1 driver has won the most World Drivers' Championships?; Answer: Lewis Hamilton. Question: Who holds the world record in the men's long jump?; Answer:
Sport,Question: Who is the most successful club in UEFA Champions League?; Answer: Real Madrid. Question: What country won the first ever Football World Cup?; Answer: Uruguay. Question: Who holds the world record in the women's pole vault?; Answer:
Sport,Question: Who won the gold medal in women's singles badminton event in 2020 Olympics?; Answer: Chen Yufei. Question: Who won the Copa America in 2021?; Answer: Argentina. Question: Who is the highest wicket taker in Test cricket?; Answer:
Sport,Question: Who won the Golden Boot at the 1998 FIFA World Cup?; Answer: Davor Šuker. Question: Who is the oldest winner of a golf major?; Answer: Julius Boros. Question: Who holds the world record in the men's 10000m run?; Answer:
Sport,Question: Who won the most gold medals in a single Olympic Games?; Answer: Michael Phelps. Question: Who won the gold medal in men's singles Table Tennis event in 2020 Olympics?; Answer: Ma Long. Question: Who holds the world record in the men's discus throw?; Answer:
Sport,Question: Who is currently the world no. 1 in men’s tennis?; Answer: Novak Djokovic. Question: Who holds the world record in the women's 100m hurdles?; Answer: Kendra Harrison. Question: Who is the most successful club in Italian Serie A?; Answer:
Sport,Question: Who won the gold medal in men's singles Archery event in 2020 Olympics?; Answer: Mete Gazoz. Question: Who is currently the world no. 1 in women’s tennis?; Answer: Ashleigh Barty. Question: Who held the world heavyweight boxing title the longest?; Answer:
Sport,Question: Who won the World Series in 2020?; Answer: Los Angeles Dodgers. Question: Who holds the world record in the men's high jump?; Answer: Javier Sotomayor. Question: Who is the youngest player to score in a World Cup Final?; Answer:
Sport,Question: What country has the most Olympic gold medals in gymnastics; Answer: United States. Question: Who was the first driver to win the Monaco Grand Prix five times?; Answer: Ayrton Senna. Question: Who has won the most Super Bowl MVP awards?; Answer:
Sport,"Question: Who holds the record for most goals in a NHL season?; Answer: Wayne Gretzky. Question: In motorsport, what does NASCAR stand for?; Answer: National Association for Stock Car Auto Racing. Question: Who is the fastest woman in the world?; Answer:"
Sport,Question: Who is the all-time top scorer in the NBA?; Answer: Kareem Abdul-Jabbar. Question: In what year was the first modern Olympic Games held?; Answer: 1896. Question: Who won the ICC Cricket World Cup in 2019?; Answer:
Sport,Question: Who holds the record for the most touchdowns in an NFL career?; Answer: Jerry Rice. Question: Who won the 2021 Masters Tournament in golf?; Answer: Hideki Matsuyama. Question: Who has won the most World Series in baseball?; Answer:
Sport,Question: Who is the highest run scorer in Test cricket?; Answer: Sachin Tendulkar. Question: Who has the most wins in a row in professional basketball?; Answer: Los Angeles Lakers. Question: Who is the most decorated Olympian of all time?; Answer:
Sport,Question: Who has won the most Formula 1 championships?; Answer: Lewis Hamilton. Question: Which country has won the most Women's FIFA World Cup titles?; Answer: United States. Question: Who holds the women's 100m world record?; Answer:
Sport,Question: Who is the fastest swimmer in the world?; Answer: César Cielo. Question: Who won the NBA championship in 2021?; Answer: Milwaukee Bucks. Question: Who holds the record for the fastest serve in tennis?; Answer:
Sport,Question: In what year was the first FIFA World Cup held?; Answer: 1930. Question: Who holds the world record in men's 200m sprint?; Answer: Usain Bolt. Question: Which country has the most Rugby Union World Cup wins?; Answer:
Sport,Question: Who is the top scorer in women's international football?; Answer: Abby Wambach. Question: Who holds the world record in women's 200m sprint?; Answer: Florence Griffith-Joyner. Question: Who is the most successful jockey in the history of the Kentucky Derby?; Answer:
Sport,Question: Who won the Tour de France in 2019?; Answer: Egan Bernal. Question: Who has the most victories in Tennis Grand Slam tournaments?; Answer: Margaret Court. Question: Who won the inaugural IPL (Indian Premier League) in 2008?; Answer:
Sport,Question: Who is the all-time leading goalscorer in the Premier League?; Answer: Alan Shearer. Question: Who won the UEFA Champions League in 2021?; Answer: Chelsea. Question: Who scored the winning goal in the 1966 FIFA World Cup Final?; Answer:
Sport,Question: Who holds the women's record for the most goals scored at a single World Cup tournament?; Answer: Marta. Question: Who has won the most NBA MVP awards?; Answer: Kareem Abdul-Jabbar. Question: How many players are on a rugby union team?; Answer:
Sport,Question: Who won the first ICC World Twenty20 in 2007?; Answer: India. Question: Who is the highest run scorer in T20 international cricket?; Answer: Virat Kohli. Question: Who holds the world record in the men's 400m hurdles?; Answer:
Sport,Question: Who won the first UEFA European Championship?; Answer: Soviet Union. Question: Who holds the world record in the women's 400m sprint?; Answer: Marita Koch. Question: Who has won the most European Golden Shoe awards?; Answer:
Sport,Question: Who won the first Women's Rugby World Cup?; Answer: United States. Question: Who is the winningest coach in NFL history?; Answer: Don Shula. Question: Which nation won the first Rugby Union World Cup?; Answer:
Sport,Question: Who won the men's singles at the 2021 US Open in tennis?; Answer: Daniil Medvedev. Question: Who holds the world record in the women's 100m breaststroke?; Answer: Lilly King. Question: Who is the all-time leading goal scorer in the English Premier League?; Answer:
Sport,Question: Who is the record goal scorer in UEFA Champions League history?; Answer: Cristiano Ronaldo. Question: Who won the 2019 NCAA Men's Basketball Tournament?; Answer: Virginia Cavaliers. Question: Which country has the most Tour de France victories?; Answer:
Sport,Question: Who holds the men's 100m breaststroke world record?; Answer: Adam Peaty. Question: Who won the Heisman trophy in 2018?; Answer: Kyler Murray. Question: Who is the most successful female Skier in history?; Answer:
Sport,Question: Who won the Golden Boot at the FIFA World Cup 2010?; Answer: Thomas Müller. Question: Which driver holds the most titles in NASCAR Cup Series history?; Answer: Richard Petty and Dale Earnhardt. Question: Who won the Golden Ball at the FIFA World Cup 2018?; Answer:
Sport,Question: What team won the NBA Finals in 2018?; Answer: Golden State Warriors. Question: Which team has the most Super Bowl victories?; Answer: Pittsburgh Steelers and the New England Patriots. Question: What nation won the Women's World Cup in 2011?; Answer:
Sport,Question: Who was the MVP of the NFL in the 2018 season?; Answer: Patrick Mahomes. Question: Who was the first African American to play Baseball in Major League?; Answer: Jackie Robinson. Question: Which NHL team won the Stanley Cup in 2019?; Answer:
Sport,Question: Who is the highest wicket taker in Cricket World Cup history?; Answer: Glenn McGrath. Question: Who won the Premier League in 2021?; Answer: Manchester City. Question: Who holds the record for the most consecutive NBA championships?; Answer:
Sport,Question: Which team won the inaugural MLS Cup in 1996?; Answer: D.C. United. Question: Who won the women's singles title at the French Open in 2021?; Answer: Barbora Krejčíková. Question: Who was the first NBA player to win MVP and Rookie of the Year in the same season?; Answer:
Sport,Question: Who holds the record for the most runs in a single Test innings in cricket?; Answer: Brian Lara. Question: Which country has the most Olympic Gold Medals in Ice Hockey?; Answer: Canada. Question: Who won the Golden Boot at the European Championship 2016?; Answer:
